scan_index,t,odom_index,x,y,theta,selected_cluster_mass,candidate_cluster_mass,candidate_cluster_count,best_particle,best_particle_weight,previous_cluster_mass,previous_cluster_count,pending_mean_candidate_mass,pending_mean_selected_mass,pending_count,selected_switched,hypothesis_switches,ess,ess_ratio,beams,mean_log_likelihood,stable_now,accepted,reference_x,reference_y,reference_theta,reference_position_error_m,reference_heading_error_rad
4444,445.24365234375,4405,2.8746518623878234,0.7549821666515734,-0.7434009060678924,1.0000000000000002,1.0000000000000002,9809,0,0.0002009861336397093,1.0000000000000002,9809,1.0000000000000002,0.0,0,0,10,7188.51385886492,0.718851385886492,120,-29.3768359375,0,0,1.361803,-7.119986,-0.034907,8.01896722191853,0.7084939060678925
4448,445.6445007324219,4409,2.855488450442424,0.7568879534460677,-0.7351328486162135,1.0,1.0,9668,0,0.0003063429098277464,1.0,9668,1.0,0.0,0,0,10,5146.855581031675,0.5146855581031675,120,-50.6894482421875,0,0,1.361803,-7.119986,-0.034907,8.017246379109256,0.7002258486162135
4452,446.04779052734375,4413,2.8423321696006774,0.7564464912765024,-0.7296677320236229,0.9999999690641008,0.9999999690641008,9537,0,0.000422270619665707,0.9999999690641008,9537,0.9999999690641008,0.0,0,0,10,3921.096840864431,0.39210968408644314,120,-72.2250390625,0,0,1.361803,-7.119986,-0.034907,8.014371803932898,0.6947607320236229
4456,446.4512634277344,4417,2.830254152675284,0.756012719867422,-0.7254517710418311,0.9999999997534914,0.9999999997534914,9414,2,0.0005399602009592494,0.9999999997534914,9414,0.9999999997534914,0.0,0,0,10,3115.9566120292966,0.31159566120292964,120,-94.6158740234375,0,0,1.361803,-7.119986,-0.034907,8.011722949724774,0.6905447710418311
4460,446.85272216796875,4421,2.8205911852934387,0.7548672995032636,-0.7230963963672794,0.9999999999999999,0.9999999999999999,9744,1,0.000125306098463843,0.9999999999999999,9745,0.9999999999999999,0.0,0,0,10,9141.658678411352,0.9141658678411352,120,-39.6965771484375,0,0,1.361803,-7.119986,-0.034907,8.008831216741251,0.6881893963672794
4464,447.2544250488281,4425,2.8109441349365274,0.7540140353517224,-0.7210918669904777,1.0,1.0,9606,1,0.0001523051080246797,1.0,9607,1.0,0.0,0,0,10,8056.581728471187,0.8056581728471186,120,-64.04294921875,0,0,1.361803,-7.119986,-0.034907,8.006240477632685,0.6861848669904776
4468,447.6565246582031,4429,2.803326731197492,0.7525242342465523,-0.7199632255597946,1.0,1.0,9466,1,0.00018001792361019742,1.0,9466,1.0,0.0,0,0,10,7064.445523343861,0.7064445523343861,120,-86.4778515625,0,0,1.361803,-7.119986,-0.034907,8.003399781088175,0.6850562255597946
4472,448.0599060058594,4433,2.7972635562127772,0.7507496203592892,-0.7179973483752744,1.0,1.0,9332,8,0.00021043844144269202,1.0,9332,1.0,0.0,0,0,10,6193.397921511099,0.6193397921511099,120,-105.5771923828125,0,0,1.361803,-7.119986,-0.034907,8.000564118487848,0.6830903483752744
4476,448.4616394042969,4437,2.792625501130658,0.7488680297746872,-0.716136827360622,1.0,1.0,9162,8,0.00024389496094341895,1.0,9162,1.0,0.0,0,0,10,5435.9451917381475,0.5435945191738147,120,-130.1387646484375,0,0,1.361803,-7.119986,-0.034907,7.997882017862175,0.681229827360622
4480,448.86798095703125,4441,2.7894052929315505,0.7467799940895887,-0.7146586802815885,1.0,1.0,9020,8,0.00027778161496121927,1.0,9020,1.0,0.0,0,0,10,4821.835463875135,0.48218354638751354,120,-152.959501953125,0,0,1.361803,-7.119986,-0.034907,7.995252060601202,0.6797516802815885
