scan_index,t,x,y,theta,true_x,true_y,true_theta,position_error_m,heading_error_rad,ess,beams,mean_log_likelihood
406,96.4,-10.414889659000153,-11.85600773334129,3.0908312564710494,-11.7,10.36087,1.570796,22.254014577302247,1.5200352564710493,572.9945808945395,56,-14.160246666666668
408,97.0,-10.624647681797086,-11.847069850049222,3.1115677016583403,-11.7,10.569565,1.570796,22.44241298543242,1.5407717016583402,1729.2968038057716,56,-13.447759999999999
410,97.6,-10.823951768263766,-11.842617214063607,3.1182463099291113,-11.7,10.778261,1.570796,22.637835401818474,1.5474503099291113,938.0377547454974,56,-13.971
412,98.2,-11.033887710302615,-11.831351040964757,3.096195703946881,-11.7,10.986957,1.570796,22.828028549019358,1.525399703946881,1416.3741598351774,56,-11.575300000000002
414,98.8,-11.241094416664598,-11.822587464799483,3.098097294812899,-11.7,11.195652,1.570796,23.02281352035995,1.527301294812899,1818.353013370929,56,-10.559293333333331
416,99.4,-11.377874547634793,-11.714321223653162,2.046817699025943,-11.6125,11.35,0.519146,23.0655145750264,1.5276716990259427,447.6076646627088,56,-15.820700000000002
418,100.0,-11.462956818382619,-11.53325447920536,2.047932357608146,-11.4375,11.45,0.519146,22.983268577500358,1.528786357608146,1576.431599207028,56,-11.771526666666672
420,100.6,-11.55671565663875,-11.353743417166926,2.0376118415712603,-11.2625,11.55,0.519146,22.905633048925516,1.5184658415712602,1555.1549026994126,56,-12.317080000000004
422,101.2,11.841092798349695,-6.741146827353749,-1.104626563689815,-11.0875,11.65,0.519146,29.393105472845455,1.623772563689815,1.0017546021588741,56,-24.694979999999987
424,101.8,-5.201947280497746,10.748029595572238,0.01910907337269456,-10.895652,11.7,0.0,5.7727394782536825,0.01910907337269456,1.2512294798266128,56,-21.648486666666663
426,102.4,-5.6242896244428735,11.589629686886882,0.052247654169020746,-10.686957,11.7,0.0,5.063870314447948,0.052247654169020746,1731.602485938476,56,-13.846893333333334
428,103.0,-5.328930930102368,11.605962410715351,0.06887021352222387,-10.478261,11.7,0.0,5.15018866032599,0.06887021352222387,710.0391527354456,56,-15.076733333333332
430,103.6,-2.811869161443061,11.667919729317317,0.04193479646137355,-10.269565,11.7,0.0,7.457764837013604,0.04193479646137355,1337.6111534261768,56,-13.738326666666671
432,104.2,-2.6008497767557124,11.67361322314056,-0.003136821965854112,-10.06087,11.7,0.0,7.46006688932524,0.0031368219658541117,520.4868427029447,56,-15.019113333333337
434,104.8,-2.387095238833928,11.675979401130272,0.008974567472485217,-9.852174,11.7,0.0,7.4651174069523405,0.008974567472485217,1365.256483203314,56,-12.13562
