scan_index,t,x,y,theta,true_x,true_y,true_theta,position_error_m,heading_error_rad,ess,beams,mean_log_likelihood
560,142.5,3.5624215487654833,10.814495531588822,-0.0076022154527306636,3.091304,11.05,0.0,0.5267011480872521,0.007602215452730664,1121.8629483726784,56,-12.664573333333333
562,143.1,3.7355382360335074,10.771388162517088,-0.0038636896705417814,3.3,11.05,0.0,0.5170281530369352,0.0038636896705417814,1378.0025312825824,56,-12.494320000000002
564,143.7,3.8613348472367637,10.91321819401248,0.010185769059445439,3.508696,11.05,0.0,0.37823725230294464,0.010185769059445437,1523.1185055745934,56,-12.183513333333336
566,144.3,3.7263510629535617,10.539598404462193,0.03184487461845859,3.717391,11.05,0.0,0.5104802361068167,0.03184487461845859,1443.2018444770138,56,-11.129853333333333
568,144.9,4.17679083616647,11.079073104979255,0.005549093267419381,3.926087,11.05,0.0,0.25238395135530894,0.005549093267419381,2150.4094207247385,56,-11.303466666666667
570,145.5,4.230948153384512,10.597479764145284,0.011246506287412231,4.134783,11.05,0.0,0.4626254430783886,0.011246506287412231,950.798943361801,56,-12.976753333333335
572,146.1,4.512908568165935,11.077384007648925,0.004396114176735301,4.343478,11.05,0.0,0.17162925538482038,0.004396114176735301,1922.5949139607965,56,-12.199733333333334
574,146.7,4.705138513776053,11.036652446654582,0.017414729443841193,4.552174,11.05,0.0,0.15354575752866967,0.017414729443841193,787.4563650291929,56,-13.742900000000002
576,147.3,4.872059219477629,10.640549687015008,0.0076440522559274564,4.76087,11.05,0.0,0.42427891926367556,0.0076440522559274564,1645.4387541996332,56,-13.085980000000001
578,147.9,4.982848618463421,11.032908775137876,-0.5523611813616756,4.958333,11.0125,-0.571337,0.03189880328903363,0.018975818638324427,1681.7876582138736,56,-13.902626666666668
580,148.5,5.083404568542081,10.637732919317473,-0.4567181127988222,5.133333,10.9,-0.571337,0.2669772834485797,0.11461888720117779,51.6335052618479,56,-24.570326666666666
582,149.1,-9.814544212086044,0.2078751622712697,1.0539296526177684,5.308333,10.7875,-0.571337,18.456160946386387,1.6252666526177684,1.1015106611685557,56,-25.548679999999997
584,149.7,-10.522126694932147,0.15280910325162494,1.0688293204343533,5.483333,10.675,-0.571337,19.154405271730884,1.6401663204343533,2150.3700512570717,56,-16.674213333333334
586,150.3,-9.732903363632971,0.35986710739762806,0.44714594516211137,5.625,10.5375,-1.19029,18.42415281697562,1.6374359451621114,1183.50476144414,56,-21.91959333333333
